id,context,question,answers
JV34T4945,"Sarcină afectează performanța circuitelor în ceea ce priveștetensiunea lor de ieșiresaucurentul, cum ar fi în cazulsenzorilor,surselor de tensiune, șiamplificatorilor.Atunci când un aparat de mare putere pornește, aceasta poate provoca reducerea dramatică a tensiunii de alimentare generale datorită micșorării impedanței comune totale prin creșterea de sarcină semnificativă.",Din ce motiv scade tensiunea de alimentare atunci cand un aparat de mare putere este pus in functiune?,"{""text"": [""datorit\u0103 mic\u0219or\u0103rii impedan\u021bei comune totale prin cre\u0219terea de sarcin\u0103 semnificativ\u0103""], ""answer_start"": [291]}"
ID16R9824,"Espressoare cu abur: sunt primele mașini espresso inventate; acestea folosesc presiunea aburului dintr-un boiler care este trecută prin cafeaua râșnită, timp de aproximativ 1 minut. Gustul cafelei preparată de aceste mașini este ușor acru și ars, datorat aburului combinat cu apa fierbinte, care alterează gustul cafelei.",Cum fucntioneaza expresoarele cu abur?,"{""text"": [""acestea folosesc presiunea aburului dintr-un boiler care este trecut\u0103 prin cafeaua r\u00e2\u0219nit\u0103, timp de aproximativ 1 minut.""], ""answer_start"": [61]}"
OM80Z4924,"Espressoare cu abur: sunt primele mașini espresso inventate; acestea folosesc presiunea aburului dintr-un boiler care este trecută prin cafeaua râșnită, timp de aproximativ 1 minut. Gustul cafelei preparată de aceste mașini este ușor acru și ars, datorat aburului combinat cu apa fierbinte, care alterează gustul cafelei.",Din ce motiv gustul cafelei este alterat?,"{""text"": [""datorat aburului combinat cu apa fierbinte, care altereaz\u0103 gustul cafelei.""], ""answer_start"": [247]}"
YI57W2327,"Espressoare semiautomate: utilizează o pompă electrică care elimină inconstanța presiunii aplicată pârghiei. Deoarece operatorul controlează cantitatea de apă la preparare, acestui espressor i s-a dat numele de espressor semiautomat. Posibilitatea pompării unei cantități variate de apă a permis crearea unei mai mari varietăți de băuturi espresso.",Cum functioneaza expresoarele semiautomate?,"{""text"": [""utilizeaz\u0103 o pomp\u0103 electric\u0103 care elimin\u0103 inconstan\u021ba presiunii aplicat\u0103 p\u00e2rghiei.""], ""answer_start"": [26]}"
YG29L2946,"Espressoare semiautomate: utilizează o pompă electrică care elimină inconstanța presiunii aplicată pârghiei. Deoarece operatorul controlează cantitatea de apă la preparare, acestui espressor i s-a dat numele de espressor semiautomat. Posibilitatea pompării unei cantități variate de apă a permis crearea unei mai mari varietăți de băuturi espresso.",Din ce motiv este numit semiautomat?,"{""text"": [""Deoarece operatorul controleaz\u0103 cantitatea de ap\u0103 la preparare""], ""answer_start"": [109]}"
KL71E6776,"Espressoare automate: sunt aparate cu râșniță incorporată. Acestea măsoară cantitatea necesară de cafea râșnită, reglează granulozitatea cafelei, compactează pulberea de cafea, măsoară apa, prepară espresso-ul și eliberează zațul de cafea într-un rezervor.",Ce avantaje are un expesor automat?,"{""text"": [""m\u0103soar\u0103 cantitatea necesar\u0103 de cafea r\u00e2\u0219nit\u0103, regleaz\u0103 granulozitatea cafelei, compacteaz\u0103 pulberea de cafea, m\u0103soar\u0103 apa, prepar\u0103 espresso-ul \u0219i elibereaz\u0103 za\u021bul de cafea \u00eentr-un rezervor.""], ""answer_start"": [67]}"
QT15B2827,"Espressoare automate: sunt aparate cu râșniță incorporată. Acestea măsoară cantitatea necesară de cafea râșnită, reglează granulozitatea cafelei, compactează pulberea de cafea, măsoară apa, prepară espresso-ul și eliberează zațul de cafea într-un rezervor.",Cum este curatat expresorul automat de zat?,"{""text"": [""elibereaz\u0103 za\u021bul de cafea \u00eentr-un rezervor.""], ""answer_start"": [213]}"
CB45I2985,"Espressoare superautomate(automate de cafea): sunt prevăzute cu grup de cafea și pot produce mai multe espresso simultan. Cele mai perfecționate sunt espressoarele automate cu rezervor de lapte inclus, ce pot livra în mod automat espresso și lapte spumat în aceeași ceașcă (one touch).Espressoarele automate sunt recomandate pentru un consum de până la 30 cafele pe zi.",Care sunt cele mai performante expresoare automate?,"{""text"": [""cu rezervor de lapte inclus, ce pot livra \u00een mod automat espresso \u0219i lapte spumat \u00een aceea\u0219i cea\u0219c\u0103 (one touch).""], ""answer_start"": [173]}"
HD80B2380,"Espressoare superautomate(automate de cafea): sunt prevăzute cu grup de cafea și pot produce mai multe espresso simultan. Cele mai perfecționate sunt espressoarele automate cu rezervor de lapte inclus, ce pot livra în mod automat espresso și lapte spumat în aceeași ceașcă (one touch).Espressoarele automate sunt recomandate pentru un consum de până la 30 cafele pe zi.",Cate cafele pe zi este recomandat a se realiza cu un expresor superautomat?,"{""text"": [""p\u00e2n\u0103 la 30 cafele pe zi.""], ""answer_start"": [345]}"
ZV45L4860,"Capsulele Nespresso sunt fabricate din folie de aluminiu acoperite cu un film interior din material plastic evitându-se orice contact între aluminiu și cafea. Când capsula se introduce în aparat, partea de sus este perforată, apoi odată ce aparatul este pornit, apa fierbinte este pompată și trimisă sub presiune în capsulă.",Care este forma de prezentare a capsulelor Nespresso?,"{""text"": [""sunt fabricate din folie de aluminiu acoperite cu un film interior din material plastic evit\u00e2ndu-se orice contact \u00eentre aluminiu \u0219i cafea.""], ""answer_start"": [20]}"
XI79Q3490,"Capsulele Nespresso sunt fabricate din folie de aluminiu acoperite cu un film interior din material plastic evitându-se orice contact între aluminiu și cafea. Când capsula se introduce în aparat, partea de sus este perforată, apoi odată ce aparatul este pornit, apa fierbinte este pompată și trimisă sub presiune în capsulă.",Cum se utilizeaza o capsula Nespresso?,"{""text"": [""C\u00e2nd capsula se introduce \u00een aparat, partea de sus este perforat\u0103, apoi odat\u0103 ce aparatul este pornit, apa fierbinte este pompat\u0103 \u0219i trimis\u0103 sub presiune \u00een capsul\u0103.""], ""answer_start"": [159]}"
XV62Y1370,"Moka espresso. Principiul de funcționare se bazează pe utilizarea de abur sub presiune pentru a prepara cafeaua. Apa rece este plasată în compartimentul de jos al aparatului care prin fierbere se ridică printr-un tub central, se lasă peste cafeaua măcinată aflată în centru, trece apoi printr-un filtru și ajunge în compartimentul superior de unde este servită.",Care este principiul de functionare al cafetierei Moka expresso?,"{""text"": [""se bazeaz\u0103 pe utilizarea de abur sub presiune pentru a prepara cafeaua""], ""answer_start"": [41]}"
KO16I5910,"Moka espresso. Principiul de funcționare se bazează pe utilizarea de abur sub presiune pentru a prepara cafeaua. Apa rece este plasată în compartimentul de jos al aparatului care prin fierbere se ridică printr-un tub central, se lasă peste cafeaua măcinată aflată în centru, trece apoi printr-un filtru și ajunge în compartimentul superior de unde este servită.",In ce compartiment al cafetierei ajunge cafeaua ce poate fi servita?,"{""text"": [""trece apoi printr-un filtru \u0219i ajunge \u00een compartimentul superior de unde este servit\u0103.""], ""answer_start"": [275]}"
MX45E7257,Funcționarea râșniței de cafea manuale este simplă prin acționarea unei pârghii așezate în partea de sus se rotește un ansamblu de roți dințate din interiorului mașinii. Boabele de cafea se vor turna în mica cuvă așezată deasupra mecanismelor și ajungând între roțile dințate vor fi măcinate apoi căzând într-un mic depozit aflat dedesubt.,Cum functioneaza rasnita de cafea?,"{""text"": [""prin ac\u021bionarea unei p\u00e2rghii a\u0219ezate \u00een partea de sus se rote\u0219te un ansamblu de ro\u021bi din\u021bate din interiorului ma\u0219inii.""], ""answer_start"": [51]}"
VG95X3290,Funcționarea râșniței de cafea manuale este simplă prin acționarea unei pârghii așezate în partea de sus se rotește un ansamblu de roți dințate din interiorului mașinii. Boabele de cafea se vor turna în mica cuvă așezată deasupra mecanismelor și ajungând între roțile dințate vor fi măcinate apoi căzând într-un mic depozit aflat dedesubt.,Ce cantitate de boane se pot macina intr-un ciclu?,"{""text"": [""Boabele de cafea se vor turna \u00een mica cuv\u0103 a\u0219ezat\u0103 deasupra mecanismelor""], ""answer_start"": [170]}"
WO60M2371,"Arabicaeste cea mai apreciată și cultivată cafea. Se obține din arborelecoffea arabicaoriginar dinEtiopiași numără aproape 200 de specii. Multe varietăți au luat naștere fie prin adaptarea la soluri diferite, fie prin hibridare cum ar fi: Blue mountain în Jamaica, Moka cu gust fructuos, Bourbon apărut în InsuleleMauritius, Java etc. Arabica este o cafea cu mai puțină cofeină (0.8 și 1.4)%, apreciată datorită calităților sale aromatice și fineții gustului.",Din ce tara provine acfeaua denumita Arabica?,"{""text"": [""din arborelecoffea arabicaoriginar dinEtiopia""], ""answer_start"": [60]}"
NG45S3455,"Arabicaeste cea mai apreciată și cultivată cafea. Se obține din arborelecoffea arabicaoriginar dinEtiopiași numără aproape 200 de specii. Multe varietăți au luat naștere fie prin adaptarea la soluri diferite, fie prin hibridare cum ar fi: Blue mountain în Jamaica, Moka cu gust fructuos, Bourbon apărut în InsuleleMauritius, Java etc. Arabica este o cafea cu mai puțină cofeină (0.8 și 1.4)%, apreciată datorită calităților sale aromatice și fineții gustului.",Prin ce se caracterizeaza cafeaua Arabica?,"{""text"": [""este o cafea cu mai pu\u021bin\u0103 cofein\u0103 (0.8 \u0219i 1.4)%, apreciat\u0103 datorit\u0103 calit\u0103\u021bilor sale aromatice \u0219i fine\u021bii gustului.""], ""answer_start"": [343]}"
WJ78P8336,"Robusta(Coffea canephorasauCoffea robusta) are un conținut ridicat de cafeină (1,7 – 4%), un gust puternic și mai puțin aromatizat. Robusta se evidențiază prin gustul tare, mai amar, mult mai pregnant ca la cafeaua Arabica. Robusta este utilizată foarte mult în producția de cafea solubilă (instant) și în gama de cafeaespresso, precum și în amestec cu Arabica pentru a sublinia aroma cafelei.",Ce continut de cafeina are cafeaua Robusta?,"{""text"": [""are un con\u021binut ridicat de cafein\u0103 (1,7 \u2013 4%)""], ""answer_start"": [43]}"
SU13X4832,"Robusta(Coffea canephorasauCoffea robusta) are un conținut ridicat de cafeină (1,7 – 4%), un gust puternic și mai puțin aromatizat. Robusta se evidențiază prin gustul tare, mai amar, mult mai pregnant ca la cafeaua Arabica. Robusta este utilizată foarte mult în producția de cafea solubilă (instant) și în gama de cafeaespresso, precum și în amestec cu Arabica pentru a sublinia aroma cafelei.",Sub ce forma se regaseste cafeaua Robusta in comert?,"{""text"": [""Robusta este utilizat\u0103 foarte mult \u00een produc\u021bia de cafea solubil\u0103 (instant) \u0219i \u00een gama de cafeaespresso, precum \u0219i \u00een amestec cu Arabica pentru a sublinia aroma cafelei.""], ""answer_start"": [224]}"
OG11C7737,"Liberica, originară din regiuneaMonrovia,Liberia, este asemănătoare cu Robusta, are de asemenea o creștere rapidă și poate rezista la condiții climaterice nefavorabile. Se cultivă exclusiv în câmpiile subtropicale ale Africii de Vest șiAmericii de Sud, unde umiditatea este foarte mare și temperatura cuprinsă între 20 și 25°C. Boabele sunt adesea deformate, de dimensiune medie și culoare de la brună la galbenă. Calitatea acestei specii de cafea este mediocră.",In ce zona a lumiise cultiva cafeaua Liberica?,"{""text"": [""exclusiv \u00een c\u00e2mpiile subtropicale ale Africii de Vest \u0219iAmericii de Sud, unde umiditatea este foarte mare \u0219i temperatura cuprins\u0103 \u00eentre 20 \u0219i 25\u00b0C.""], ""answer_start"": [180]}"
UL13N8647,"Liberica, originară din regiuneaMonrovia,Liberia, este asemănătoare cu Robusta, are de asemenea o creștere rapidă și poate rezista la condiții climaterice nefavorabile. Se cultivă exclusiv în câmpiile subtropicale ale Africii de Vest șiAmericii de Sud, unde umiditatea este foarte mare și temperatura cuprinsă între 20 și 25°C. Boabele sunt adesea deformate, de dimensiune medie și culoare de la brună la galbenă. Calitatea acestei specii de cafea este mediocră.",Care este forma de prezentare a cafelei Liberica?,"{""text"": [""Boabele sunt adesea deformate, de dimensiune medie \u0219i culoare de la brun\u0103 la galben\u0103. Calitatea acestei specii de cafea este mediocr\u0103.""], ""answer_start"": [328]}"
JO63J9261,"Maragogype. Acest arbore de cafea a fost descoperit în vecinătatea orașuluiMaragogype, statulBahiadin Brazilia. Este unhibridrezultat prin încrucișarea dintre arabica și liberica. Este cafeaua cu cele mai mari boabe din lume, dimensiunile boabelor sunt de 2-3 ori mai mari.[15]Cultura sa este extrem de împrăștiată (Guatemala, Brazilia, Nicaragua, Mexic, Columbia și Java), la o altitudine variind între 600 și 1000m.",La ce altitudini se regasesc culturi de cafea Maragogype?,"{""text"": [""la o altitudine variind \u00eentre 600 \u0219i 1000m""], ""answer_start"": [374]}"
OK18I6466,"Maragogype. Acest arbore de cafea a fost descoperit în vecinătatea orașuluiMaragogype, statulBahiadin Brazilia. Este unhibridrezultat prin încrucișarea dintre arabica și liberica. Este cafeaua cu cele mai mari boabe din lume, dimensiunile boabelor sunt de 2-3 ori mai mari.[15]Cultura sa este extrem de împrăștiată (Guatemala, Brazilia, Nicaragua, Mexic, Columbia și Java), la o altitudine variind între 600 și 1000m.",Ce dimensiune are boba de cafea Maragogype?,"{""text"": [""Este cafeaua cu cele mai mari boabe din lume, dimensiunile boabelor sunt de 2-3 ori mai mari.""], ""answer_start"": [180]}"
EE70X8038,"Sfânta Elenanumită și cafeaua luiNapoleon, deoarece a fost cafeaua preferată a acestuia în perioada exilulul din această insulă. Această cafea crește într-un solvulcanic, cu utilizarea exclusivă a îngrășămintelor naturale cum ar figuano(excrementul deliliac). Cafeaua are un gust deosebit, consistent și plăcut, cu tente florale de citrice și caramel.",Ce tip de sol permite cultivarea cafelei Sfanta Elena?,"{""text"": [""solvulcanic,""], ""answer_start"": [158]}"
LV95R6045,"Sfânta Elenanumită și cafeaua luiNapoleon, deoarece a fost cafeaua preferată a acestuia în perioada exilulul din această insulă. Această cafea crește într-un solvulcanic, cu utilizarea exclusivă a îngrășămintelor naturale cum ar figuano(excrementul deliliac). Cafeaua are un gust deosebit, consistent și plăcut, cu tente florale de citrice și caramel.",Care este gustul cafelei Sfanta Elena?,"{""text"": [""gust deosebit, consistent \u0219i pl\u0103cut, cu tente florale de citrice \u0219i caramel.""], ""answer_start"": [275]}"
ZK39F2937,"Kopi Luwaksau „cafeaua milionarilor“ este o cafea recoltată din insulele Java,Sumatra,Bali,Sulawesi,Filipine,Timorul de Estși din unele zone din India. Boabele acestei cafele nu sunt culese direct de pe plantă, ci numai după ce au fost ingerate și apoi eliminate parțial digerate de un animal numitcivetă de palmier(Paradoxurus hermaphrodites). Acest animal are în tubul digestiv o enzimă cu proprietatea de a reduce gustul amărui al cafelei.",Cum se obtine cafeaua Kopi Luwak?,"{""text"": [""Boabele acestei cafele nu sunt culese direct de pe plant\u0103, ci numai dup\u0103 ce au fost ingerate \u0219i apoi eliminate par\u021bial digerate de un animal numitcivet\u0103 de palmier""], ""answer_start"": [152]}"
KT97Q2151,"Kopi Luwaksau „cafeaua milionarilor“ este o cafea recoltată din insulele Java,Sumatra,Bali,Sulawesi,Filipine,Timorul de Estși din unele zone din India. Boabele acestei cafele nu sunt culese direct de pe plantă, ci numai după ce au fost ingerate și apoi eliminate parțial digerate de un animal numitcivetă de palmier(Paradoxurus hermaphrodites). Acest animal are în tubul digestiv o enzimă cu proprietatea de a reduce gustul amărui al cafelei.",Ce alta denumire poarta cafeaua Kopi Luwak?,"{""text"": [""\u201ecafeaua milionarilor\u201c""], ""answer_start"": [14]}"
BE32K4442,"Black Ivoryeste obținută din boabele de cafea înghițite, digerate și eliminate pe cale naturală de cătreelefanți. Procedura de obținere a cafelei este asemănătoare cu cea pentru fabricarea cafelei Kopi Luwak. Prin acest proces cafeaua capătă un gust special, devine mai rafinată, puțin mai amară, cu ușoară aromă deciocolată,fructe,nuci,măceșe. Această aromă se datorează faptului că boabele de cafea sunt digerate odată cu banane,trestie de zahărși alte elemente din hrana elefanților.",Cum se obtine cafeaua Black Ivory?,"{""text"": [""ob\u021binut\u0103 din boabele de cafea \u00eenghi\u021bite, digerate \u0219i eliminate pe cale natural\u0103 de c\u0103treelefan\u021bi.""], ""answer_start"": [16]}"
NM69G2193,"Black Ivoryeste obținută din boabele de cafea înghițite, digerate și eliminate pe cale naturală de cătreelefanți. Procedura de obținere a cafelei este asemănătoare cu cea pentru fabricarea cafelei Kopi Luwak. Prin acest proces cafeaua capătă un gust special, devine mai rafinată, puțin mai amară, cu ușoară aromă deciocolată,fructe,nuci,măceșe. Această aromă se datorează faptului că boabele de cafea sunt digerate odată cu banane,trestie de zahărși alte elemente din hrana elefanților.",Ce gust are cafeaua Black ivory?,"{""text"": [""pu\u021bin mai amar\u0103, cu u\u0219oar\u0103 arom\u0103 deciocolat\u0103,fructe,nuci,m\u0103ce\u0219e.""], ""answer_start"": [280]}"
LR75I9045,"Prin metoda uscată se produce cafeaua naturală. Această metodă constă în expunerea la soare a fructelor de cafea pe suprafețe plane din beton, unde sunt lăsate timp de două sau trei săptămâni și mișcate manual în mod constant. Pentru a proteja fructele de intemperii în timpul nopții de temperaturi scăzute saurouă, acestea sunt strânse în grămezi și acoperite cu prelate.",Prin ce metoda de procesare se obtine cafeaua naturala?,"{""text"": [""Prin metoda uscat\u0103""], ""answer_start"": [0]}"
ZJ78D8379,"Prin metoda uscată se produce cafeaua naturală. Această metodă constă în expunerea la soare a fructelor de cafea pe suprafețe plane din beton, unde sunt lăsate timp de două sau trei săptămâni și mișcate manual în mod constant. Pentru a proteja fructele de intemperii în timpul nopții de temperaturi scăzute saurouă, acestea sunt strânse în grămezi și acoperite cu prelate.",In ce consta metoda uscata de procesare a boabelor de cafea?,"{""text"": [""const\u0103 \u00een expunerea la soare a fructelor de cafea pe suprafe\u021be plane din beton, unde sunt l\u0103sate timp de dou\u0103 sau trei s\u0103pt\u0103m\u00e2ni \u0219i mi\u0219cate manual \u00een mod constant.""], ""answer_start"": [63]}"
KS65T3389,"Prajirea denumită șitorefiere(franceză: torrefaction) este un proces termic ce transformă boabele de cafea verde în boabe de culoare maro închis, aromate. Prăjirea determină modificări fizice ale boabelor de cafea: greutatea este redusă cu 16%, se dublează în volum, sunt eliberate uleiurile eterice din boabele de cafea, substanțe care atribuie în final cafelei culoarea, aroma, parfumul, gustul și savoarea specifice.",Ce denumire poarta operatiunea de prajire a boabelor de cafea?,"{""text"": [""torefiere(francez\u0103: torrefaction)""], ""answer_start"": [20]}"
BO33B4275,"Prajirea denumită șitorefiere(franceză: torrefaction) este un proces termic ce transformă boabele de cafea verde în boabe de culoare maro închis, aromate. Prăjirea determină modificări fizice ale boabelor de cafea: greutatea este redusă cu 16%, se dublează în volum, sunt eliberate uleiurile eterice din boabele de cafea, substanțe care atribuie în final cafelei culoarea, aroma, parfumul, gustul și savoarea specifice.",Ce prorpeiati capata cafeaua in urma operatiunii de prajire?,"{""text"": [""greutatea este redus\u0103 cu 16%, se dubleaz\u0103 \u00een volum, sunt eliberate uleiurile eterice din boabele de cafea, substan\u021be care atribuie \u00een final cafelei culoarea, aroma, parfumul, gustul \u0219i savoarea specifice.""], ""answer_start"": [215]}"
GF48M3726,"Prăjirea boabelor de cafea pe cale industrială se realizează în instalații speciale de prăjit boabele, unde durata și gradul de prăjire sunt reglate automat. Temperatura optimă de prăjire este atinsă la 200-250°C, când boabele prezintă culoarea de brun închis, asemănătoare lemnului demahon. Când se atinge punctul de prăjire dorit, boabele de cafea sunt trecute pe site speciale, unde sunt rapid răcite până la o temperatură de 40-60°C.",La ce temperatura are loc prajirea boabelor de cafea?,"{""text"": [""200-250\u00b0C""], ""answer_start"": [203]}"
QB16W9577,"Prăjirea boabelor de cafea pe cale industrială se realizează în instalații speciale de prăjit boabele, unde durata și gradul de prăjire sunt reglate automat. Temperatura optimă de prăjire este atinsă la 200-250°C, când boabele prezintă culoarea de brun închis, asemănătoare lemnului demahon. Când se atinge punctul de prăjire dorit, boabele de cafea sunt trecute pe site speciale, unde sunt rapid răcite până la o temperatură de 40-60°C.",Cand se considera ca boabele de cafea sunt prajite?,"{""text"": [""c\u00e2nd boabele prezint\u0103 culoarea de brun \u00eenchis, asem\u0103n\u0103toare lemnului demahon.""], ""answer_start"": [214]}"
HC22N5911,"Caffè Americano- espresso cu o cantitate mare de apă caldă adăugată, pregătit în proporție de 1/3 cafea și 2/3 apă fiartă. Prin Americano este definită de multe ori cafeaua preparată în filtrele de cafea.Café au lait - (cafea cu lapte), specific franțuzească, este un espresso cu lapte fierbinte.",Cum se obtine cafeaua americana?,"{""text"": [""1/3 cafea \u0219i 2/3 ap\u0103 fiart\u0103.""], ""answer_start"": [94]}"
YR20H5820,"Caffè Americano- espresso cu o cantitate mare de apă caldă adăugată, pregătit în proporție de 1/3 cafea și 2/3 apă fiartă. Prin Americano este definită de multe ori cafeaua preparată în filtrele de cafea.Café au lait - (cafea cu lapte), specific franțuzească, este un espresso cu lapte fierbinte.",Cum se descrie cafeaua Café au lait?,"{""text"": [""este un espresso cu lapte fierbinte.""], ""answer_start"": [260]}"
NE36L7674,"Cappuccino- cremoasă, cu gust de cafea, este pregătită din cafea espresso și o cantitate de lapte spumat (proporția este de 1:5). Există, de asemenea, versiuni cu gheață sau frișcă. Mocca - realizată din cafea espresso și ciocolată.",Cum se obtine un Cappuccino?,"{""text"": [""din cafea espresso \u0219i o cantitate de lapte spumat""], ""answer_start"": [55]}"
PL77R1363,"Cappuccino- cremoasă, cu gust de cafea, este pregătită din cafea espresso și o cantitate de lapte spumat (proporția este de 1:5). Există, de asemenea, versiuni cu gheață sau frișcă. Mocca - realizată din cafea espresso și ciocolată.",Din ce este realizata bautura denumita Mocca?,"{""text"": [""din cafea espresso \u0219i ciocolat\u0103.""], ""answer_start"": [200]}"
MB47S5928,"În afară de plonjoarele de metal există și plonjoare dinsticlă de cuarț, care rezistă mai mult fără să fie cufundate în lichid și fără să se strice din această cauză. Tubul învelitor din sticlă de cuarț este un izolator electric rezistent la acizi, cu excepțiaacidului fluorhidricacidului fosforicpeste 300°C. De aceea pot fi folosite și la încălzirea altor lichide în afară de apă.",Cate tipuri de fierbatoare exista?,"{""text"": [""\u00cen afar\u0103 de plonjoarele de metal exist\u0103 \u0219i plonjoare dinsticl\u0103 de cuar\u021b""], ""answer_start"": [0]}"
JL87R4292,"În afară de plonjoarele de metal există și plonjoare dinsticlă de cuarț, care rezistă mai mult fără să fie cufundate în lichid și fără să se strice din această cauză. Tubul învelitor din sticlă de cuarț este un izolator electric rezistent la acizi, cu excepțiaacidului fluorhidricacidului fosforicpeste 300°C. De aceea pot fi folosite și la încălzirea altor lichide în afară de apă.",Prin ce se deosebesc plonjoarele de cuart fata de cele din metal?,"{""text"": [""rezist\u0103 mai mult f\u0103r\u0103 s\u0103 fie cufundate \u00een lichid \u0219i f\u0103r\u0103 s\u0103 se strice din aceast\u0103 cauz\u0103.""], ""answer_start"": [78]}"
CF81V3982,"Există actualmente și fierbătoare electrice tip cană, care funcționează după același principiu, dar au sistem de protecție la supraîncalzire și sistem automat de oprire a funcționarii la finalizarea ciclului de fierbere.",Sub ce forma se gasesc in prezent fierbatoarele?,"{""text"": [""tip can\u0103""], ""answer_start"": [44]}"
CS11D4872,"Există actualmente și fierbătoare electrice tip cană, care funcționează după același principiu, dar au sistem de protecție la supraîncalzire și sistem automat de oprire a funcționarii la finalizarea ciclului de fierbere.",Prin ce se deosesbeste un fierbator tip cana de un plonjor?,"{""text"": [""au sistem de protec\u021bie la supra\u00eencalzire \u0219i sistem automat de oprire a func\u021bionarii la finalizarea ciclului de fierbere.""], ""answer_start"": [100]}"
WP83M9385,"Semiconductoruleste unmateriala căruirezistivitateeste cuprinsă între cea aconductoarelorșiizolatoarelor. Uncâmp electricpoate schimba rezistivitatea semiconductorilor.Dispozitivelefabricate din materiale semiconductoare sunt baza electronicii moderne, fiind părți componente înradiouri, computere, telefoane și multe altele. Dispozitivele semiconductoare sunt:tranzistorul,celulele solare, mai multe tipuri dediode, inclusivdioda luminiscentășicircuit integrat.",Care sunt dispozitivele semiconductoare?,"{""text"": [""tranzistorul,celulele solare, mai multe tipuri dediode, inclusivdioda luminiscent\u0103\u0219icircuit integrat.""], ""answer_start"": [361]}"
YD24J6030,"Semiconductoruleste unmateriala căruirezistivitateeste cuprinsă între cea aconductoarelorșiizolatoarelor. Uncâmp electricpoate schimba rezistivitatea semiconductorilor.Dispozitivelefabricate din materiale semiconductoare sunt baza electronicii moderne, fiind părți componente înradiouri, computere, telefoane și multe altele. Dispozitivele semiconductoare sunt:tranzistorul,celulele solare, mai multe tipuri dediode, inclusivdioda luminiscentășicircuit integrat.",Ce actiune are un camp electric asupra unui material semiconductor?,"{""text"": [""Unc\u00e2mp electricpoate schimba rezistivitatea semiconductorilor.""], ""answer_start"": [106]}"
ZV91U1588,"Conductivitatea electrică a unui material semiconductor crește odată cu creșterea temperaturii, comportamentul opus față de metale. Dispozitivele semiconductoare pot avea multe proprietăți folositoare, precum trecerea curentului mai ușor într-o direcție decât în cealaltă, având rezistente variabile, sensibilitate la lumină sau căldură.",Cum se modicifica conductivitatea electrica a unui material semiconductor sub actiunea temperaturii?,"{""text"": [""Conductivitatea electric\u0103 a unui material semiconductor cre\u0219te odat\u0103 cu cre\u0219terea temperaturii""], ""answer_start"": [0]}"
WU45D9374,"Conductivitatea electrică a unui material semiconductor crește odată cu creșterea temperaturii, comportamentul opus față de metale. Dispozitivele semiconductoare pot avea multe proprietăți folositoare, precum trecerea curentului mai ușor într-o direcție decât în cealaltă, având rezistente variabile, sensibilitate la lumină sau căldură.",Ce proprietati pot avea dispozitivele semiconductoare?,"{""text"": [""trecerea curentului mai u\u0219or \u00eentr-o direc\u021bie dec\u00e2t \u00een cealalt\u0103, av\u00e2nd rezistente variabile, sensibilitate la lumin\u0103 sau c\u0103ldur\u0103.""], ""answer_start"": [209]}"
YW64F9859,"Prăjitorul de pâineeste un aparat electrocasnic care se folosește la prăjirea feliilor de pâine. Prăjitorul de pâine încălzește pâine prin căldura degajată prin efectul Joule, conducând electricitatea printr-o rezistență. Prin procesul de prăjire se urmărește reducerea conținutului de apă din pâine, aproximativ 35% din ea, evaporând-o și rumenind ușor felia de pâine.",Prin ce procedeu este prajita painea?,"{""text"": [""Pr\u0103jitorul de p\u00e2ine \u00eenc\u0103lze\u0219te p\u00e2ine prin c\u0103ldura degajat\u0103 prin efectul Joule, conduc\u00e2nd electricitatea printr-o rezisten\u021b\u0103.""], ""answer_start"": [97]}"
FW29J7890,"Prăjitorul de pâineeste un aparat electrocasnic care se folosește la prăjirea feliilor de pâine. Prăjitorul de pâine încălzește pâine prin căldura degajată prin efectul Joule, conducând electricitatea printr-o rezistență. Prin procesul de prăjire se urmărește reducerea conținutului de apă din pâine, aproximativ 35% din ea, evaporând-o și rumenind ușor felia de pâine.",Ce fenomen are loc atunci cand se prajeste paine?,"{""text"": [""reducerea con\u021binutului de ap\u0103 din p\u00e2ine, aproximativ 35% din ea, evapor\u00e2nd-o \u0219i rumenind u\u0219or felia de p\u00e2ine.""], ""answer_start"": [260]}"
BF15U6384,"Sablarea se folosește atunci când, în vedereavopsirii, este necesar a fi curățate suprafețe metalice complexe ce nu permit folosirea altor metode. Se execută în incinte închise datorită gradului mare de pericol pe care îl prezintă jetul de aer comprimat și nisip la viteze foarte mari. Sablarea este utilizată înindustria metalurgică,șantierele navaleși în general oriunde este necesară curățarea rapidă a unor suprafețe.",Cand se apeleaza la operatiunea de sablare?,"{""text"": [""atunci c\u00e2nd, \u00een vedereavopsirii, este necesar a fi cur\u0103\u021bate suprafe\u021be metalice complexe ce nu permit folosirea altor metode.""], ""answer_start"": [22]}"
GF56O2921,"Sablarea se folosește atunci când, în vedereavopsirii, este necesar a fi curățate suprafețe metalice complexe ce nu permit folosirea altor metode. Se execută în incinte închise datorită gradului mare de pericol pe care îl prezintă jetul de aer comprimat și nisip la viteze foarte mari. Sablarea este utilizată înindustria metalurgică,șantierele navaleși în general oriunde este necesară curățarea rapidă a unor suprafețe.",In ce conditii se executa sablarea?,"{""text"": [""Se execut\u0103 \u00een incinte \u00eenchise datorit\u0103 gradului mare de pericol pe care \u00eel prezint\u0103 jetul de aer comprimat \u0219i nisip la viteze foarte mari.""], ""answer_start"": [147]}"
